"Indicador","Fuente","País","Año","Valor","Unidad"
"Capacidad instalada por fuente","Solar","Ecuador","2021","27.65318","MW"
"Capacidad instalada por fuente","Otros","Ecuador","2021","","MW"
"Capacidad instalada por fuente","Térmica renovable","Ecuador","2021","152.62","MW"
"Capacidad instalada por fuente","Total","Ecuador","2021","8734.406791","MW"
"Capacidad instalada por fuente","Hidro","El Salvador","2000","395","MW"
"Capacidad instalada por fuente","Térmica no renovable","El Salvador","2000","450","MW"
"Capacidad instalada por fuente","Nuclear","El Salvador","2000","","MW"
"Capacidad instalada por fuente","Geotermia","El Salvador","2000","161","MW"
"Capacidad instalada por fuente","Eólica","El Salvador","2000","","MW"
"Capacidad instalada por fuente","Solar","El Salvador","2000","","MW"
"Capacidad instalada por fuente","Otros","El Salvador","2000","","MW"
"Capacidad instalada por fuente","Térmica renovable","El Salvador","2000","","MW"
"Capacidad instalada por fuente","Total","El Salvador","2000","1006","MW"
"Capacidad instalada por fuente","Hidro","El Salvador","2001","396","MW"
"Capacidad instalada por fuente","Térmica no renovable","El Salvador","2001","561","MW"
"Capacidad instalada por fuente","Nuclear","El Salvador","2001","","MW"
"Capacidad instalada por fuente","Geotermia","El Salvador","2001","161","MW"
"Capacidad instalada por fuente","Eólica","El Salvador","2001","","MW"
"Capacidad instalada por fuente","Solar","El Salvador","2001","","MW"
"Capacidad instalada por fuente","Otros","El Salvador","2001","","MW"
"Capacidad instalada por fuente","Térmica renovable","El Salvador","2001","","MW"
"Capacidad instalada por fuente","Total","El Salvador","2001","1118","MW"
"Capacidad instalada por fuente","Hidro","El Salvador","2002","411","MW"
"Capacidad instalada por fuente","Térmica no renovable","El Salvador","2002","472","MW"
"Capacidad instalada por fuente","Nuclear","El Salvador","2002","","MW"
"Capacidad instalada por fuente","Geotermia","El Salvador","2002","161","MW"
"Capacidad instalada por fuente","Eólica","El Salvador","2002","","MW"
"Capacidad instalada por fuente","Solar","El Salvador","2002","","MW"
"Capacidad instalada por fuente","Otros","El Salvador","2002","","MW"
"Capacidad instalada por fuente","Térmica renovable","El Salvador","2002","","MW"
"Capacidad instalada por fuente","Total","El Salvador","2002","1044","MW"
"Capacidad instalada por fuente","Hidro","El Salvador","2003","430","MW"
"Capacidad instalada por fuente","Térmica no renovable","El Salvador","2003","495","MW"
"Capacidad instalada por fuente","Nuclear","El Salvador","2003","","MW"
"Capacidad instalada por fuente","Geotermia","El Salvador","2003","161","MW"
"Capacidad instalada por fuente","Eólica","El Salvador","2003","","MW"
"Capacidad instalada por fuente","Solar","El Salvador","2003","","MW"
"Capacidad instalada por fuente","Otros","El Salvador","2003","","MW"
"Capacidad instalada por fuente","Térmica renovable","El Salvador","2003","20","MW"
"Capacidad instalada por fuente","Total","El Salvador","2003","1106","MW"
"Capacidad instalada por fuente","Hidro","El Salvador","2004","430","MW"
"Capacidad instalada por fuente","Térmica no renovable","El Salvador","2004","495","MW"
"Capacidad instalada por fuente","Nuclear","El Salvador","2004","","MW"
"Capacidad instalada por fuente","Geotermia","El Salvador","2004","151","MW"
"Capacidad instalada por fuente","Eólica","El Salvador","2004","","MW"
"Capacidad instalada por fuente","Solar","El Salvador","2004","","MW"
"Capacidad instalada por fuente","Otros","El Salvador","2004","","MW"
"Capacidad instalada por fuente","Térmica renovable","El Salvador","2004","20","MW"
"Capacidad instalada por fuente","Total","El Salvador","2004","1096","MW"
"Capacidad instalada por fuente","Hidro","El Salvador","2005","461","MW"
"Capacidad instalada por fuente","Térmica no renovable","El Salvador","2005","532","MW"
"Capacidad instalada por fuente","Nuclear","El Salvador","2005","","MW"
"Capacidad instalada por fuente","Geotermia","El Salvador","2005","151","MW"
"Capacidad instalada por fuente","Eólica","El Salvador","2005","","MW"
"Capacidad instalada por fuente","Solar","El Salvador","2005","","MW"
"Capacidad instalada por fuente","Otros","El Salvador","2005","","MW"
"Capacidad instalada por fuente","Térmica renovable","El Salvador","2005","81","MW"
"Capacidad instalada por fuente","Total","El Salvador","2005","1225","MW"
"Capacidad instalada por fuente","Hidro","El Salvador","2006","473","MW"
"Capacidad instalada por fuente","Térmica no renovable","El Salvador","2006","604","MW"
"Capacidad instalada por fuente","Nuclear","El Salvador","2006","","MW"
"Capacidad instalada por fuente","Geotermia","El Salvador","2006","151","MW"
"Capacidad instalada por fuente","Eólica","El Salvador","2006","","MW"
"Capacidad instalada por fuente","Solar","El Salvador","2006","","MW"
"Capacidad instalada por fuente","Otros","El Salvador","2006","","MW"
"Capacidad instalada por fuente","Térmica renovable","El Salvador","2006","86","MW"
"Capacidad instalada por fuente","Total","El Salvador","2006","1314","MW"
"Capacidad instalada por fuente","Hidro","El Salvador","2007","484","MW"
"Capacidad instalada por fuente","Térmica no renovable","El Salvador","2007","635","MW"
"Capacidad instalada por fuente","Nuclear","El Salvador","2007","","MW"
"Capacidad instalada por fuente","Geotermia","El Salvador","2007","204","MW"
"Capacidad instalada por fuente","Eólica","El Salvador","2007","","MW"
"Capacidad instalada por fuente","Solar","El Salvador","2007","","MW"
"Capacidad instalada por fuente","Otros","El Salvador","2007","","MW"
"Capacidad instalada por fuente","Térmica renovable","El Salvador","2007","113","MW"
"Capacidad instalada por fuente","Total","El Salvador","2007","1436","MW"
"Capacidad instalada por fuente","Hidro","El Salvador","2008","484","MW"
"Capacidad instalada por fuente","Térmica no renovable","El Salvador","2008","642","MW"
"Capacidad instalada por fuente","Nuclear","El Salvador","2008","","MW"
"Capacidad instalada por fuente","Geotermia","El Salvador","2008","204","MW"
"Capacidad instalada por fuente","Eólica","El Salvador","2008","","MW"
"Capacidad instalada por fuente","Solar","El Salvador","2008","","MW"
"Capacidad instalada por fuente","Otros","El Salvador","2008","","MW"
"Capacidad instalada por fuente","Térmica renovable","El Salvador","2008","109","MW"
"Capacidad instalada por fuente","Total","El Salvador","2008","1439","MW"
"Capacidad instalada por fuente","Hidro","El Salvador","2009","486","MW"
"Capacidad instalada por fuente","Térmica no renovable","El Salvador","2009","691","MW"
"Capacidad instalada por fuente","Nuclear","El Salvador","2009","","MW"
"Capacidad instalada por fuente","Geotermia","El Salvador","2009","204","MW"
"Capacidad instalada por fuente","Eólica","El Salvador","2009","","MW"
"Capacidad instalada por fuente","Solar","El Salvador","2009","","MW"
"Capacidad instalada por fuente","Otros","El Salvador","2009","","MW"
"Capacidad instalada por fuente","Térmica renovable","El Salvador","2009","109","MW"
"Capacidad instalada por fuente","Total","El Salvador","2009","1490","MW"
"Capacidad instalada por fuente","Hidro","El Salvador","2010","487","MW"
"Capacidad instalada por fuente","Térmica no renovable","El Salvador","2010","691","MW"
"Capacidad instalada por fuente","Nuclear","El Salvador","2010","","MW"
"Capacidad instalada por fuente","Geotermia","El Salvador","2010","204","MW"
"Capacidad instalada por fuente","Eólica","El Salvador","2010","","MW"
"Capacidad instalada por fuente","Solar","El Salvador","2010","","MW"
"Capacidad instalada por fuente","Otros","El Salvador","2010","","MW"
"Capacidad instalada por fuente","Térmica renovable","El Salvador","2010","109","MW"
"Capacidad instalada por fuente","Total","El Salvador","2010","1491","MW"
"Capacidad instalada por fuente","Hidro","El Salvador","2011","487","MW"
"Capacidad instalada por fuente","Térmica no renovable","El Salvador","2011","691","MW"
"Capacidad instalada por fuente","Nuclear","El Salvador","2011","","MW"
"Capacidad instalada por fuente","Geotermia","El Salvador","2011","204","MW"
"Capacidad instalada por fuente","Eólica","El Salvador","2011","","MW"
"Capacidad instalada por fuente","Solar","El Salvador","2011","","MW"
"Capacidad instalada por fuente","Otros","El Salvador","2011","6","MW"
"Capacidad instalada por fuente","Térmica renovable","El Salvador","2011","115","MW"
"Capacidad instalada por fuente","Total","El Salvador","2011","1503","MW"
"Capacidad instalada por fuente","Hidro","El Salvador","2012","487","MW"
"Capacidad instalada por fuente","Térmica no renovable","El Salvador","2012","685","MW"
"Capacidad instalada por fuente","Nuclear","El Salvador","2012","","MW"
"Capacidad instalada por fuente","Geotermia","El Salvador","2012","204","MW"
"Capacidad instalada por fuente","Eólica","El Salvador","2012","","MW"
"Capacidad instalada por fuente","Solar","El Salvador","2012","","MW"
"Capacidad instalada por fuente","Otros","El Salvador","2012","6","MW"
"Capacidad instalada por fuente","Térmica renovable","El Salvador","2012","110","MW"
"Capacidad instalada por fuente","Total","El Salvador","2012","1492","MW"
"Capacidad instalada por fuente","Hidro","El Salvador","2013","488","MW"
"Capacidad instalada por fuente","Térmica no renovable","El Salvador","2013","757","MW"
"Capacidad instalada por fuente","Nuclear","El Salvador","2013","","MW"
"Capacidad instalada por fuente","Geotermia","El Salvador","2013","204","MW"
"Capacidad instalada por fuente","Eólica","El Salvador","2013","","MW"
"Capacidad instalada por fuente","Solar","El Salvador","2013","","MW"
"Capacidad instalada por fuente","Otros","El Salvador","2013","6","MW"
"Capacidad instalada por fuente","Térmica renovable","El Salvador","2013","130","MW"
"Capacidad instalada por fuente","Total","El Salvador","2013","1585","MW"
"Capacidad instalada por fuente","Hidro","El Salvador","2014","490","MW"
"Capacidad instalada por fuente","Térmica no renovable","El Salvador","2014","757","MW"
"Capacidad instalada por fuente","Nuclear","El Salvador","2014","","MW"
"Capacidad instalada por fuente","Geotermia","El Salvador","2014","204","MW"
"Capacidad instalada por fuente","Eólica","El Salvador","2014","","MW"
"Capacidad instalada por fuente","Solar","El Salvador","2014","","MW"
"Capacidad instalada por fuente","Otros","El Salvador","2014","6","MW"
"Capacidad instalada por fuente","Térmica renovable","El Salvador","2014","130","MW"
"Capacidad instalada por fuente","Total","El Salvador","2014","1587","MW"
"Capacidad instalada por fuente","Hidro","El Salvador","2015","481","MW"
"Capacidad instalada por fuente","Térmica no renovable","El Salvador","2015","757","MW"
"Capacidad instalada por fuente","Nuclear","El Salvador","2015","","MW"
"Capacidad instalada por fuente","Geotermia","El Salvador","2015","204","MW"
"Capacidad instalada por fuente","Eólica","El Salvador","2015","","MW"
"Capacidad instalada por fuente","Solar","El Salvador","2015","11","MW"
"Capacidad instalada por fuente","Otros","El Salvador","2015","6.85","MW"
"Capacidad instalada por fuente","Térmica renovable","El Salvador","2015","195","MW"
"Capacidad instalada por fuente","Total","El Salvador","2015","1654.85","MW"
"Capacidad instalada por fuente","Hidro","El Salvador","2016","480","MW"
"Capacidad instalada por fuente","Térmica no renovable","El Salvador","2016","757","MW"
"Capacidad instalada por fuente","Nuclear","El Salvador","2016","","MW"
"Capacidad instalada por fuente","Geotermia","El Salvador","2016","204","MW"
"Capacidad instalada por fuente","Eólica","El Salvador","2016","","MW"
"Capacidad instalada por fuente","Solar","El Salvador","2016","12","MW"
"Capacidad instalada por fuente","Otros","El Salvador","2016","6.85","MW"
"Capacidad instalada por fuente","Térmica renovable","El Salvador","2016","252","MW"
"Capacidad instalada por fuente","Total","El Salvador","2016","1711.85","MW"
"Capacidad instalada por fuente","Hidro","El Salvador","2017","574","MW"
"Capacidad instalada por fuente","Térmica no renovable","El Salvador","2017","757","MW"
"Capacidad instalada por fuente","Nuclear","El Salvador","2017","","MW"
"Capacidad instalada por fuente","Geotermia","El Salvador","2017","204","MW"
"Capacidad instalada por fuente","Eólica","El Salvador","2017","","MW"
"Capacidad instalada por fuente","Solar","El Salvador","2017","121","MW"
"Capacidad instalada por fuente","Otros","El Salvador","2017","6.85","MW"
"Capacidad instalada por fuente","Térmica renovable","El Salvador","2017","263","MW"
"Capacidad instalada por fuente","Total","El Salvador","2017","1925.85","MW"
"Capacidad instalada por fuente","Hidro","El Salvador","2018","573.585","MW"
"Capacidad instalada por fuente","Térmica no renovable","El Salvador","2018","757","MW"
"Capacidad instalada por fuente","Nuclear","El Salvador","2018","","MW"
"Capacidad instalada por fuente","Geotermia","El Salvador","2018","204","MW"
"Capacidad instalada por fuente","Eólica","El Salvador","2018","","MW"
"Capacidad instalada por fuente","Solar","El Salvador","2018","167","MW"
"Capacidad instalada por fuente","Otros","El Salvador","2018","6.85","MW"
"Capacidad instalada por fuente","Térmica renovable","El Salvador","2018","294","MW"
"Capacidad instalada por fuente","Total","El Salvador","2018","2002.435","MW"
"Capacidad instalada por fuente","Hidro","El Salvador","2019","573.585","MW"
"Capacidad instalada por fuente","Térmica no renovable","El Salvador","2019","771.11","MW"
"Capacidad instalada por fuente","Nuclear","El Salvador","2019","","MW"
"Capacidad instalada por fuente","Geotermia","El Salvador","2019","204.4","MW"
"Capacidad instalada por fuente","Eólica","El Salvador","2019","","MW"
"Capacidad instalada por fuente","Solar","El Salvador","2019","406.33","MW"
"Capacidad instalada por fuente","Otros","El Salvador","2019","6.85","MW"
"Capacidad instalada por fuente","Térmica renovable","El Salvador","2019","294","MW"
"Capacidad instalada por fuente","Total","El Salvador","2019","2256.275","MW"
"Capacidad instalada por fuente","Hidro","El Salvador","2020","573.793","MW"
"Capacidad instalada por fuente","Térmica no renovable","El Salvador","2020","771.11","MW"
"Capacidad instalada por fuente","Nuclear","El Salvador","2020","","MW"
"Capacidad instalada por fuente","Geotermia","El Salvador","2020","204.4","MW"
"Capacidad instalada por fuente","Eólica","El Salvador","2020","36","MW"
"Capacidad instalada por fuente","Solar","El Salvador","2020","474.455985","MW"
"Capacidad instalada por fuente","Otros","El Salvador","2020","6.85","MW"
"Capacidad instalada por fuente","Térmica renovable","El Salvador","2020","293.6","MW"
"Capacidad instalada por fuente","Total","El Salvador","2020","2360.208985","MW"
"Capacidad instalada por fuente","Hidro","El Salvador","2021","571.859","MW"
"Capacidad instalada por fuente","Térmica no renovable","El Salvador","2021","771.106","MW"
"Capacidad instalada por fuente","Nuclear","El Salvador","2021","","MW"
"Capacidad instalada por fuente","Geotermia","El Salvador","2021","204.4","MW"
"Capacidad instalada por fuente","Eólica","El Salvador","2021","54","MW"
"Capacidad instalada por fuente","Solar","El Salvador","2021","539.06","MW"
"Capacidad instalada por fuente","Otros","El Salvador","2021","6.3","MW"
"Capacidad instalada por fuente","Térmica renovable","El Salvador","2021","294.6","MW"
"Capacidad instalada por fuente","Total","El Salvador","2021","2441.325","MW"
"Capacidad instalada por fuente","Hidro","Grenada","2000","","MW"
"Capacidad instalada por fuente","Térmica no renovable","Grenada","2000","46.853","MW"
"Capacidad instalada por fuente","Nuclear","Grenada","2000","","MW"
"Capacidad instalada por fuente","Geotermia","Grenada","2000","","MW"
"Capacidad instalada por fuente","Eólica","Grenada","2000","","MW"
"Capacidad instalada por fuente","Solar","Grenada","2000","","MW"
"Capacidad instalada por fuente","Otros","Grenada","2000","","MW"
"Capacidad instalada por fuente","Térmica renovable","Grenada","2000","","MW"
"Capacidad instalada por fuente","Total","Grenada","2000","46.853","MW"
"Capacidad instalada por fuente","Hidro","Grenada","2001","","MW"
"Capacidad instalada por fuente","Térmica no renovable","Grenada","2001","46.853","MW"
"Capacidad instalada por fuente","Nuclear","Grenada","2001","","MW"
"Capacidad instalada por fuente","Geotermia","Grenada","2001","","MW"
"Capacidad instalada por fuente","Eólica","Grenada","2001","","MW"
"Capacidad instalada por fuente","Solar","Grenada","2001","","MW"
"Capacidad instalada por fuente","Otros","Grenada","2001","","MW"
"Capacidad instalada por fuente","Térmica renovable","Grenada","2001","","MW"
"Capacidad instalada por fuente","Total","Grenada","2001","46.853","MW"
"Capacidad instalada por fuente","Hidro","Grenada","2002","","MW"
"Capacidad instalada por fuente","Térmica no renovable","Grenada","2002","52.3","MW"
"Capacidad instalada por fuente","Nuclear","Grenada","2002","","MW"
"Capacidad instalada por fuente","Geotermia","Grenada","2002","","MW"
"Capacidad instalada por fuente","Eólica","Grenada","2002","","MW"
"Capacidad instalada por fuente","Solar","Grenada","2002","","MW"
"Capacidad instalada por fuente","Otros","Grenada","2002","","MW"
"Capacidad instalada por fuente","Térmica renovable","Grenada","2002","","MW"
"Capacidad instalada por fuente","Total","Grenada","2002","52.3","MW"
"Capacidad instalada por fuente","Hidro","Grenada","2003","","MW"
"Capacidad instalada por fuente","Térmica no renovable","Grenada","2003","52.3","MW"
"Capacidad instalada por fuente","Nuclear","Grenada","2003","","MW"
"Capacidad instalada por fuente","Geotermia","Grenada","2003","","MW"
"Capacidad instalada por fuente","Eólica","Grenada","2003","","MW"
"Capacidad instalada por fuente","Solar","Grenada","2003","","MW"
"Capacidad instalada por fuente","Otros","Grenada","2003","","MW"
"Capacidad instalada por fuente","Térmica renovable","Grenada","2003","","MW"
"Capacidad instalada por fuente","Total","Grenada","2003","52.3","MW"
"Capacidad instalada por fuente","Hidro","Grenada","2004","","MW"
"Capacidad instalada por fuente","Térmica no renovable","Grenada","2004","52.3","MW"
"Capacidad instalada por fuente","Nuclear","Grenada","2004","","MW"
"Capacidad instalada por fuente","Geotermia","Grenada","2004","","MW"
"Capacidad instalada por fuente","Eólica","Grenada","2004","","MW"
"Capacidad instalada por fuente","Solar","Grenada","2004","","MW"
"Capacidad instalada por fuente","Otros","Grenada","2004","","MW"
"Capacidad instalada por fuente","Térmica renovable","Grenada","2004","","MW"
"Capacidad instalada por fuente","Total","Grenada","2004","52.3","MW"
"Capacidad instalada por fuente","Hidro","Grenada","2005","","MW"
"Capacidad instalada por fuente","Térmica no renovable","Grenada","2005","52.3","MW"
"Capacidad instalada por fuente","Nuclear","Grenada","2005","","MW"
"Capacidad instalada por fuente","Geotermia","Grenada","2005","","MW"
"Capacidad instalada por fuente","Eólica","Grenada","2005","","MW"
"Capacidad instalada por fuente","Solar","Grenada","2005","","MW"
"Capacidad instalada por fuente","Otros","Grenada","2005","","MW"
"Capacidad instalada por fuente","Térmica renovable","Grenada","2005","","MW"
"Capacidad instalada por fuente","Total","Grenada","2005","52.3","MW"
"Capacidad instalada por fuente","Hidro","Grenada","2006","","MW"
"Capacidad instalada por fuente","Térmica no renovable","Grenada","2006","52.3","MW"
"Capacidad instalada por fuente","Nuclear","Grenada","2006","","MW"
"Capacidad instalada por fuente","Geotermia","Grenada","2006","","MW"
"Capacidad instalada por fuente","Eólica","Grenada","2006","","MW"
"Capacidad instalada por fuente","Solar","Grenada","2006","","MW"
"Capacidad instalada por fuente","Otros","Grenada","2006","","MW"
"Capacidad instalada por fuente","Térmica renovable","Grenada","2006","","MW"
"Capacidad instalada por fuente","Total","Grenada","2006","52.3","MW"
"Capacidad instalada por fuente","Hidro","Grenada","2007","","MW"
"Capacidad instalada por fuente","Térmica no renovable","Grenada","2007","52.3","MW"
"Capacidad instalada por fuente","Nuclear","Grenada","2007","","MW"
"Capacidad instalada por fuente","Geotermia","Grenada","2007","","MW"
"Capacidad instalada por fuente","Eólica","Grenada","2007","","MW"
"Capacidad instalada por fuente","Solar","Grenada","2007","0.02871","MW"
"Capacidad instalada por fuente","Otros","Grenada","2007","","MW"
"Capacidad instalada por fuente","Térmica renovable","Grenada","2007","","MW"
"Capacidad instalada por fuente","Total","Grenada","2007","52.32871","MW"
"Capacidad instalada por fuente","Hidro","Grenada","2008","","MW"
"Capacidad instalada por fuente","Térmica no renovable","Grenada","2008","52.3","MW"
"Capacidad instalada por fuente","Nuclear","Grenada","2008","","MW"
"Capacidad instalada por fuente","Geotermia","Grenada","2008","","MW"
"Capacidad instalada por fuente","Eólica","Grenada","2008","0.08","MW"
"Capacidad instalada por fuente","Solar","Grenada","2008","0.0691","MW"
"Capacidad instalada por fuente","Otros","Grenada","2008","","MW"
"Capacidad instalada por fuente","Térmica renovable","Grenada","2008","","MW"
"Capacidad instalada por fuente","Total","Grenada","2008","52.4491","MW"
"Capacidad instalada por fuente","Hidro","Grenada","2009","","MW"
"Capacidad instalada por fuente","Térmica no renovable","Grenada","2009","52.3","MW"
"Capacidad instalada por fuente","Nuclear","Grenada","2009","","MW"
"Capacidad instalada por fuente","Geotermia","Grenada","2009","","MW"
"Capacidad instalada por fuente","Eólica","Grenada","2009","0.08","MW"
"Capacidad instalada por fuente","Solar","Grenada","2009","0.11203","MW"
"Capacidad instalada por fuente","Otros","Grenada","2009","","MW"
"Capacidad instalada por fuente","Térmica renovable","Grenada","2009","","MW"
"Capacidad instalada por fuente","Total","Grenada","2009","52.49203","MW"
"Capacidad instalada por fuente","Hidro","Grenada","2010","","MW"
"Capacidad instalada por fuente","Térmica no renovable","Grenada","2010","52.3","MW"
"Capacidad instalada por fuente","Nuclear","Grenada","2010","","MW"
"Capacidad instalada por fuente","Geotermia","Grenada","2010","","MW"
"Capacidad instalada por fuente","Eólica","Grenada","2010","0.08","MW"
"Capacidad instalada por fuente","Solar","Grenada","2010","0.17934","MW"
"Capacidad instalada por fuente","Otros","Grenada","2010","","MW"
"Capacidad instalada por fuente","Térmica renovable","Grenada","2010","","MW"
"Capacidad instalada por fuente","Total","Grenada","2010","52.55934","MW"
"Capacidad instalada por fuente","Hidro","Grenada","2011","","MW"
"Capacidad instalada por fuente","Térmica no renovable","Grenada","2011","52.3","MW"
"Capacidad instalada por fuente","Nuclear","Grenada","2011","","MW"
"Capacidad instalada por fuente","Geotermia","Grenada","2011","","MW"
"Capacidad instalada por fuente","Eólica","Grenada","2011","0.08","MW"
"Capacidad instalada por fuente","Solar","Grenada","2011","0.26953","MW"
"Capacidad instalada por fuente","Otros","Grenada","2011","","MW"
"Capacidad instalada por fuente","Térmica renovable","Grenada","2011","","MW"
"Capacidad instalada por fuente","Total","Grenada","2011","52.64953","MW"
"Capacidad instalada por fuente","Hidro","Grenada","2012","","MW"
"Capacidad instalada por fuente","Térmica no renovable","Grenada","2012","52.3","MW"
"Capacidad instalada por fuente","Nuclear","Grenada","2012","","MW"
"Capacidad instalada por fuente","Geotermia","Grenada","2012","","MW"
"Capacidad instalada por fuente","Eólica","Grenada","2012","0.08","MW"
"Capacidad instalada por fuente","Solar","Grenada","2012","0.3118","MW"
"Capacidad instalada por fuente","Otros","Grenada","2012","","MW"
"Capacidad instalada por fuente","Térmica renovable","Grenada","2012","","MW"
"Capacidad instalada por fuente","Total","Grenada","2012","52.6918","MW"
"Capacidad instalada por fuente","Hidro","Grenada","2013","","MW"
"Capacidad instalada por fuente","Térmica no renovable","Grenada","2013","52.3","MW"
"Capacidad instalada por fuente","Nuclear","Grenada","2013","","MW"
"Capacidad instalada por fuente","Geotermia","Grenada","2013","","MW"
"Capacidad instalada por fuente","Eólica","Grenada","2013","0.08","MW"
"Capacidad instalada por fuente","Solar","Grenada","2013","0.5148","MW"
"Capacidad instalada por fuente","Otros","Grenada","2013","","MW"
"Capacidad instalada por fuente","Térmica renovable","Grenada","2013","","MW"
"Capacidad instalada por fuente","Total","Grenada","2013","52.8948","MW"
"Capacidad instalada por fuente","Hidro","Grenada","2014","","MW"
"Capacidad instalada por fuente","Térmica no renovable","Grenada","2014","52.3","MW"
"Capacidad instalada por fuente","Nuclear","Grenada","2014","","MW"
"Capacidad instalada por fuente","Geotermia","Grenada","2014","","MW"
"Capacidad instalada por fuente","Eólica","Grenada","2014","0.08","MW"
"Capacidad instalada por fuente","Solar","Grenada","2014","0.69784","MW"
"Capacidad instalada por fuente","Otros","Grenada","2014","","MW"
"Capacidad instalada por fuente","Térmica renovable","Grenada","2014","","MW"
"Capacidad instalada por fuente","Total","Grenada","2014","53.07784","MW"
"Capacidad instalada por fuente","Hidro","Grenada","2015","","MW"
"Capacidad instalada por fuente","Térmica no renovable","Grenada","2015","52.3","MW"
"Capacidad instalada por fuente","Nuclear","Grenada","2015","","MW"
"Capacidad instalada por fuente","Geotermia","Grenada","2015","","MW"
"Capacidad instalada por fuente","Eólica","Grenada","2015","0.08","MW"
"Capacidad instalada por fuente","Solar","Grenada","2015","1.04438","MW"
"Capacidad instalada por fuente","Otros","Grenada","2015","","MW"
"Capacidad instalada por fuente","Térmica renovable","Grenada","2015","","MW"
"Capacidad instalada por fuente","Total","Grenada","2015","53.42438","MW"
"Capacidad instalada por fuente","Hidro","Grenada","2016","","MW"
"Capacidad instalada por fuente","Térmica no renovable","Grenada","2016","52.3","MW"
"Capacidad instalada por fuente","Nuclear","Grenada","2016","","MW"
"Capacidad instalada por fuente","Geotermia","Grenada","2016","","MW"
"Capacidad instalada por fuente","Eólica","Grenada","2016","0.08","MW"
"Capacidad instalada por fuente","Solar","Grenada","2016","2.18578","MW"
"Capacidad instalada por fuente","Otros","Grenada","2016","","MW"
"Capacidad instalada por fuente","Térmica renovable","Grenada","2016","","MW"
"Capacidad instalada por fuente","Total","Grenada","2016","54.56578","MW"
"Capacidad instalada por fuente","Hidro","Grenada","2017","","MW"
"Capacidad instalada por fuente","Térmica no renovable","Grenada","2017","52.3","MW"
"Capacidad instalada por fuente","Nuclear","Grenada","2017","","MW"
"Capacidad instalada por fuente","Geotermia","Grenada","2017","","MW"
"Capacidad instalada por fuente","Eólica","Grenada","2017","0.08","MW"
"Capacidad instalada por fuente","Solar","Grenada","2017","2.28268","MW"
"Capacidad instalada por fuente","Otros","Grenada","2017","","MW"
"Capacidad instalada por fuente","Térmica renovable","Grenada","2017","","MW"
"Capacidad instalada por fuente","Total","Grenada","2017","54.66268","MW"
"Capacidad instalada por fuente","Hidro","Grenada","2018","","MW"
"Capacidad instalada por fuente","Térmica no renovable","Grenada","2018","54.3","MW"
"Capacidad instalada por fuente","Nuclear","Grenada","2018","","MW"
"Capacidad instalada por fuente","Geotermia","Grenada","2018","","MW"
"Capacidad instalada por fuente","Eólica","Grenada","2018","0.08","MW"
"Capacidad instalada por fuente","Solar","Grenada","2018","2.65517","MW"
"Capacidad instalada por fuente","Otros","Grenada","2018","","MW"
"Capacidad instalada por fuente","Térmica renovable","Grenada","2018","","MW"
"Capacidad instalada por fuente","Total","Grenada","2018","57.03517","MW"
"Capacidad instalada por fuente","Hidro","Grenada","2019","","MW"
"Capacidad instalada por fuente","Térmica no renovable","Grenada","2019","54.3","MW"
"Capacidad instalada por fuente","Nuclear","Grenada","2019","","MW"
"Capacidad instalada por fuente","Geotermia","Grenada","2019","","MW"
"Capacidad instalada por fuente","Eólica","Grenada","2019","0.08","MW"
"Capacidad instalada por fuente","Solar","Grenada","2019","3.27408","MW"
"Capacidad instalada por fuente","Otros","Grenada","2019","","MW"
"Capacidad instalada por fuente","Térmica renovable","Grenada","2019","","MW"
"Capacidad instalada por fuente","Total","Grenada","2019","57.65408","MW"
"Capacidad instalada por fuente","Hidro","Grenada","2020","","MW"
"Capacidad instalada por fuente","Térmica no renovable","Grenada","2020","52.3","MW"
"Capacidad instalada por fuente","Nuclear","Grenada","2020","","MW"
"Capacidad instalada por fuente","Geotermia","Grenada","2020","","MW"
"Capacidad instalada por fuente","Eólica","Grenada","2020","0.08","MW"
"Capacidad instalada por fuente","Solar","Grenada","2020","3.60077","MW"
"Capacidad instalada por fuente","Otros","Grenada","2020","","MW"
"Capacidad instalada por fuente","Térmica renovable","Grenada","2020","","MW"
"Capacidad instalada por fuente","Total","Grenada","2020","55.98077","MW"
"Capacidad instalada por fuente","Hidro","Grenada","2021","","MW"
"Capacidad instalada por fuente","Térmica no renovable","Grenada","2021","55.5","MW"
"Capacidad instalada por fuente","Nuclear","Grenada","2021","","MW"
"Capacidad instalada por fuente","Geotermia","Grenada","2021","","MW"
"Capacidad instalada por fuente","Eólica","Grenada","2021","0.08","MW"
"Capacidad instalada por fuente","Solar","Grenada","2021","3.65497","MW"
"Capacidad instalada por fuente","Otros","Grenada","2021","","MW"
"Capacidad instalada por fuente","Térmica renovable","Grenada","2021","","MW"
"Capacidad instalada por fuente","Total","Grenada","2021","59.23497","MW"
"Capacidad instalada por fuente","Hidro","Guatemala","1991","435","MW"
"Capacidad instalada por fuente","Térmica no renovable","Guatemala","1991","232","MW"
"Capacidad instalada por fuente","Nuclear","Guatemala","1991","","MW"
"Capacidad instalada por fuente","Geotermia","Guatemala","1991","0","MW"
"Capacidad instalada por fuente","Eólica","Guatemala","1991","0","MW"
"Capacidad instalada por fuente","Solar","Guatemala","1991","0","MW"
"Capacidad instalada por fuente","Otros","Guatemala","1991","","MW"
"Capacidad instalada por fuente","Térmica renovable","Guatemala","1991","0","MW"
