"Indicador","Fuente","País","Año","Valor","Unidad"
"Capacidad instalada por fuente","Térmica renovable","América del Sur","2012","10802.690261373","MW"
"Capacidad instalada por fuente","Total","América del Sur","2012","242099.3638058","MW"
"Capacidad instalada por fuente","Hidro","América del Sur","2013","144736.56928","MW"
"Capacidad instalada por fuente","Térmica no renovable","América del Sur","2013","89764.301827838","MW"
"Capacidad instalada por fuente","Nuclear","América del Sur","2013","3000","MW"
"Capacidad instalada por fuente","Geotermia","América del Sur","2013","0","MW"
"Capacidad instalada por fuente","Eólica","América del Sur","2013","2804.67185","MW"
"Capacidad instalada por fuente","Solar","América del Sur","2013","111.8024929","MW"
"Capacidad instalada por fuente","Otros","América del Sur","2013","0","MW"
"Capacidad instalada por fuente","Térmica renovable","América del Sur","2013","12714.922487162","MW"
"Capacidad instalada por fuente","Total","América del Sur","2013","253132.2679379","MW"
"Capacidad instalada por fuente","Hidro","América del Sur","2014","149444.7413","MW"
"Capacidad instalada por fuente","Térmica no renovable","América del Sur","2014","90223.097695","MW"
"Capacidad instalada por fuente","Nuclear","América del Sur","2014","3000","MW"
"Capacidad instalada por fuente","Geotermia","América del Sur","2014","0","MW"
"Capacidad instalada por fuente","Eólica","América del Sur","2014","6527.2705","MW"
"Capacidad instalada por fuente","Solar","América del Sur","2014","386.58622","MW"
"Capacidad instalada por fuente","Otros","América del Sur","2014","0","MW"
"Capacidad instalada por fuente","Térmica renovable","América del Sur","2014","13741.9174","MW"
"Capacidad instalada por fuente","Total","América del Sur","2014","263323.613115","MW"
"Capacidad instalada por fuente","Hidro","América del Sur","2015","153493.89604","MW"
"Capacidad instalada por fuente","Térmica no renovable","América del Sur","2015","92963.380674571","MW"
"Capacidad instalada por fuente","Nuclear","América del Sur","2015","3745","MW"
"Capacidad instalada por fuente","Geotermia","América del Sur","2015","0","MW"
"Capacidad instalada por fuente","Eólica","América del Sur","2015","9919.1445","MW"
"Capacidad instalada por fuente","Solar","América del Sur","2015","789.2213134","MW"
"Capacidad instalada por fuente","Otros","América del Sur","2015","0","MW"
"Capacidad instalada por fuente","Térmica renovable","América del Sur","2015","14661.72965","MW"
"Capacidad instalada por fuente","Total","América del Sur","2015","275572.37217797","MW"
"Capacidad instalada por fuente","Hidro","América del Sur","2016","162159.6616","MW"
"Capacidad instalada por fuente","Térmica no renovable","América del Sur","2016","97736.113539801","MW"
"Capacidad instalada por fuente","Nuclear","América del Sur","2016","3745","MW"
"Capacidad instalada por fuente","Geotermia","América del Sur","2016","0","MW"
"Capacidad instalada por fuente","Eólica","América del Sur","2016","13026.96572","MW"
"Capacidad instalada por fuente","Solar","América del Sur","2016","1612.989475","MW"
"Capacidad instalada por fuente","Otros","América del Sur","2016","0","MW"
"Capacidad instalada por fuente","Térmica renovable","América del Sur","2016","15671.022519395","MW"
"Capacidad instalada por fuente","Total","América del Sur","2016","293951.7528542","MW"
"Capacidad instalada por fuente","Hidro","América del Sur","2017","166029.29329","MW"
"Capacidad instalada por fuente","Térmica no renovable","América del Sur","2017","99164.062552286","MW"
"Capacidad instalada por fuente","Nuclear","América del Sur","2017","3745","MW"
"Capacidad instalada por fuente","Geotermia","América del Sur","2017","55","MW"
"Capacidad instalada por fuente","Eólica","América del Sur","2017","15807.29386","MW"
"Capacidad instalada por fuente","Solar","América del Sur","2017","3919.769305","MW"
"Capacidad instalada por fuente","Otros","América del Sur","2017","0","MW"
"Capacidad instalada por fuente","Térmica renovable","América del Sur","2017","16456.81550392","MW"
"Capacidad instalada por fuente","Total","América del Sur","2017","305177.23451121","MW"
"Capacidad instalada por fuente","Hidro","América del Sur","2018","170785.4053","MW"
"Capacidad instalada por fuente","Térmica no renovable","América del Sur","2018","100154.355751","MW"
"Capacidad instalada por fuente","Nuclear","América del Sur","2018","3745","MW"
"Capacidad instalada por fuente","Geotermia","América del Sur","2018","44.91","MW"
"Capacidad instalada por fuente","Eólica","América del Sur","2018","18891.8154","MW"
"Capacidad instalada por fuente","Solar","América del Sur","2018","5643.5604699","MW"
"Capacidad instalada por fuente","Otros","América del Sur","2018","","MW"
"Capacidad instalada por fuente","Térmica renovable","América del Sur","2018","16461.06009","MW"
"Capacidad instalada por fuente","Total","América del Sur","2018","315726.1070109","MW"
"Capacidad instalada por fuente","Hidro","América del Sur","2019","176063.00559","MW"
"Capacidad instalada por fuente","Térmica no renovable","América del Sur","2019","102891.831621","MW"
"Capacidad instalada por fuente","Nuclear","América del Sur","2019","3745","MW"
"Capacidad instalada por fuente","Geotermia","América del Sur","2019","44.91","MW"
"Capacidad instalada por fuente","Eólica","América del Sur","2019","21137.21472","MW"
"Capacidad instalada por fuente","Solar","América del Sur","2019","8433.2939888","MW"
"Capacidad instalada por fuente","Otros","América del Sur","2019","","MW"
"Capacidad instalada por fuente","Térmica renovable","América del Sur","2019","16625.92881","MW"
"Capacidad instalada por fuente","Total","América del Sur","2019","328941.1847298","MW"
"Capacidad instalada por fuente","Hidro","América del Sur","2020","176293.62304","MW"
"Capacidad instalada por fuente","Térmica no renovable","América del Sur","2020","105213.514671","MW"
"Capacidad instalada por fuente","Nuclear","América del Sur","2020","3745","MW"
"Capacidad instalada por fuente","Geotermia","América del Sur","2020","44.91","MW"
"Capacidad instalada por fuente","Eólica","América del Sur","2020","24310.88621","MW"
"Capacidad instalada por fuente","Solar","América del Sur","2020","13035.0233788","MW"
"Capacidad instalada por fuente","Otros","América del Sur","2020","","MW"
"Capacidad instalada por fuente","Térmica renovable","América del Sur","2020","17100.96319","MW"
"Capacidad instalada por fuente","Total","América del Sur","2020","339743.9204898","MW"
"Capacidad instalada por fuente","Hidro","América del Sur","2021","178724.5223","MW"
"Capacidad instalada por fuente","Térmica no renovable","América del Sur","2021","108549.57455634","MW"
"Capacidad instalada por fuente","Nuclear","América del Sur","2021","3745","MW"
"Capacidad instalada por fuente","Geotermia","América del Sur","2021","77.91","MW"
"Capacidad instalada por fuente","Eólica","América del Sur","2021","29730.67481","MW"
"Capacidad instalada por fuente","Solar","América del Sur","2021","21571.9952438","MW"
"Capacidad instalada por fuente","Otros","América del Sur","2021","","MW"
"Capacidad instalada por fuente","Térmica renovable","América del Sur","2021","17875.30962","MW"
"Capacidad instalada por fuente","Total","América del Sur","2021","360274.98653014","MW"
"Capacidad instalada por fuente","Hidro","América Latina y el Caribe","1991","435","MW"
"Capacidad instalada por fuente","Térmica no renovable","América Latina y el Caribe","1991","232","MW"
"Capacidad instalada por fuente","Nuclear","América Latina y el Caribe","1991","","MW"
"Capacidad instalada por fuente","Geotermia","América Latina y el Caribe","1991","0","MW"
"Capacidad instalada por fuente","Eólica","América Latina y el Caribe","1991","0","MW"
"Capacidad instalada por fuente","Solar","América Latina y el Caribe","1991","0","MW"
"Capacidad instalada por fuente","Otros","América Latina y el Caribe","1991","","MW"
"Capacidad instalada por fuente","Térmica renovable","América Latina y el Caribe","1991","0","MW"
"Capacidad instalada por fuente","Total","América Latina y el Caribe","1991","667","MW"
"Capacidad instalada por fuente","Hidro","América Latina y el Caribe","1992","435","MW"
"Capacidad instalada por fuente","Térmica no renovable","América Latina y el Caribe","1992","232","MW"
"Capacidad instalada por fuente","Nuclear","América Latina y el Caribe","1992","","MW"
"Capacidad instalada por fuente","Geotermia","América Latina y el Caribe","1992","0","MW"
"Capacidad instalada por fuente","Eólica","América Latina y el Caribe","1992","0","MW"
"Capacidad instalada por fuente","Solar","América Latina y el Caribe","1992","0","MW"
"Capacidad instalada por fuente","Otros","América Latina y el Caribe","1992","","MW"
"Capacidad instalada por fuente","Térmica renovable","América Latina y el Caribe","1992","4.1","MW"
"Capacidad instalada por fuente","Total","América Latina y el Caribe","1992","671.1","MW"
"Capacidad instalada por fuente","Hidro","América Latina y el Caribe","1993","437.9","MW"
"Capacidad instalada por fuente","Térmica no renovable","América Latina y el Caribe","1993","271.8","MW"
"Capacidad instalada por fuente","Nuclear","América Latina y el Caribe","1993","","MW"
"Capacidad instalada por fuente","Geotermia","América Latina y el Caribe","1993","0","MW"
"Capacidad instalada por fuente","Eólica","América Latina y el Caribe","1993","0","MW"
"Capacidad instalada por fuente","Solar","América Latina y el Caribe","1993","0","MW"
"Capacidad instalada por fuente","Otros","América Latina y el Caribe","1993","","MW"
"Capacidad instalada por fuente","Térmica renovable","América Latina y el Caribe","1993","18","MW"
"Capacidad instalada por fuente","Total","América Latina y el Caribe","1993","727.7","MW"
"Capacidad instalada por fuente","Hidro","América Latina y el Caribe","1994","437.9","MW"
"Capacidad instalada por fuente","Térmica no renovable","América Latina y el Caribe","1994","319.7","MW"
"Capacidad instalada por fuente","Nuclear","América Latina y el Caribe","1994","","MW"
"Capacidad instalada por fuente","Geotermia","América Latina y el Caribe","1994","0","MW"
"Capacidad instalada por fuente","Eólica","América Latina y el Caribe","1994","0","MW"
"Capacidad instalada por fuente","Solar","América Latina y el Caribe","1994","0","MW"
"Capacidad instalada por fuente","Otros","América Latina y el Caribe","1994","","MW"
"Capacidad instalada por fuente","Térmica renovable","América Latina y el Caribe","1994","18","MW"
"Capacidad instalada por fuente","Total","América Latina y el Caribe","1994","775.6","MW"
"Capacidad instalada por fuente","Hidro","América Latina y el Caribe","1995","447.9","MW"
"Capacidad instalada por fuente","Térmica no renovable","América Latina y el Caribe","1995","313.8","MW"
"Capacidad instalada por fuente","Nuclear","América Latina y el Caribe","1995","","MW"
"Capacidad instalada por fuente","Geotermia","América Latina y el Caribe","1995","0","MW"
"Capacidad instalada por fuente","Eólica","América Latina y el Caribe","1995","0","MW"
"Capacidad instalada por fuente","Solar","América Latina y el Caribe","1995","0","MW"
"Capacidad instalada por fuente","Otros","América Latina y el Caribe","1995","","MW"
"Capacidad instalada por fuente","Térmica renovable","América Latina y el Caribe","1995","18","MW"
"Capacidad instalada por fuente","Total","América Latina y el Caribe","1995","779.7","MW"
"Capacidad instalada por fuente","Hidro","América Latina y el Caribe","1996","438.9","MW"
