Indicador,Fuente,ISO Alfa3,ISO N,Código,País,Año,Valor,Unidad
Capacidad instalada por fuente,Térmica no renovable,BOL,68,América Latina,Bolivia,2001,"880,2310431",MW
Capacidad instalada por fuente,Nuclear,BOL,68,América Latina,Bolivia,2001,,MW
Capacidad instalada por fuente,Geotermia,BOL,68,América Latina,Bolivia,2001,,MW
Capacidad instalada por fuente,Eólica,BOL,68,América Latina,Bolivia,2001,0,MW
Capacidad instalada por fuente,Solar,BOL,68,América Latina,Bolivia,2001,0,MW
Capacidad instalada por fuente,Otros,BOL,68,América Latina,Bolivia,2001,,MW
Capacidad instalada por fuente,Térmica renovable,BOL,68,América Latina,Bolivia,2001,0,MW
Capacidad instalada por fuente,Total,BOL,68,América Latina,Bolivia,2001,"1252,514343",MW
Capacidad instalada por fuente,Hidro,BOL,68,América Latina,Bolivia,2002,"456,6624996",MW
Capacidad instalada por fuente,Térmica no renovable,BOL,68,América Latina,Bolivia,2002,"864,0654905",MW
Capacidad instalada por fuente,Nuclear,BOL,68,América Latina,Bolivia,2002,,MW
Capacidad instalada por fuente,Geotermia,BOL,68,América Latina,Bolivia,2002,,MW
Capacidad instalada por fuente,Eólica,BOL,68,América Latina,Bolivia,2002,0,MW
Capacidad instalada por fuente,Solar,BOL,68,América Latina,Bolivia,2002,0,MW
Capacidad instalada por fuente,Otros,BOL,68,América Latina,Bolivia,2002,,MW
Capacidad instalada por fuente,Térmica renovable,BOL,68,América Latina,Bolivia,2002,0,MW
Capacidad instalada por fuente,Total,BOL,68,América Latina,Bolivia,2002,"1320,72799",MW
Capacidad instalada por fuente,Hidro,BOL,68,América Latina,Bolivia,2003,"439,6924995",MW
Capacidad instalada por fuente,Térmica no renovable,BOL,68,América Latina,Bolivia,2003,"844,2680516",MW
Capacidad instalada por fuente,Nuclear,BOL,68,América Latina,Bolivia,2003,,MW
Capacidad instalada por fuente,Geotermia,BOL,68,América Latina,Bolivia,2003,,MW
Capacidad instalada por fuente,Eólica,BOL,68,América Latina,Bolivia,2003,0,MW
Capacidad instalada por fuente,Solar,BOL,68,América Latina,Bolivia,2003,0,MW
Capacidad instalada por fuente,Otros,BOL,68,América Latina,Bolivia,2003,,MW
Capacidad instalada por fuente,Térmica renovable,BOL,68,América Latina,Bolivia,2003,0,MW
Capacidad instalada por fuente,Total,BOL,68,América Latina,Bolivia,2003,"1283,960551",MW
Capacidad instalada por fuente,Hidro,BOL,68,América Latina,Bolivia,2004,"453,567",MW
Capacidad instalada por fuente,Térmica no renovable,BOL,68,América Latina,Bolivia,2004,"893,8012499",MW
Capacidad instalada por fuente,Nuclear,BOL,68,América Latina,Bolivia,2004,,MW
Capacidad instalada por fuente,Geotermia,BOL,68,América Latina,Bolivia,2004,,MW
Capacidad instalada por fuente,Eólica,BOL,68,América Latina,Bolivia,2004,0,MW
Capacidad instalada por fuente,Solar,BOL,68,América Latina,Bolivia,2004,0,MW
Capacidad instalada por fuente,Otros,BOL,68,América Latina,Bolivia,2004,,MW
Capacidad instalada por fuente,Térmica renovable,BOL,68,América Latina,Bolivia,2004,0,MW
Capacidad instalada por fuente,Total,BOL,68,América Latina,Bolivia,2004,"1347,36825",MW
Capacidad instalada por fuente,Hidro,BOL,68,América Latina,Bolivia,2005,"460,992",MW
Capacidad instalada por fuente,Térmica no renovable,BOL,68,América Latina,Bolivia,2005,"893,8052499",MW
Capacidad instalada por fuente,Nuclear,BOL,68,América Latina,Bolivia,2005,,MW
Capacidad instalada por fuente,Geotermia,BOL,68,América Latina,Bolivia,2005,,MW
Capacidad instalada por fuente,Eólica,BOL,68,América Latina,Bolivia,2005,0,MW
Capacidad instalada por fuente,Solar,BOL,68,América Latina,Bolivia,2005,0,MW
Capacidad instalada por fuente,Otros,BOL,68,América Latina,Bolivia,2005,,MW
Capacidad instalada por fuente,Térmica renovable,BOL,68,América Latina,Bolivia,2005,0,MW
Capacidad instalada por fuente,Total,BOL,68,América Latina,Bolivia,2005,"1354,79725",MW
Capacidad instalada por fuente,Hidro,BOL,68,América Latina,Bolivia,2006,"483,27925",MW
Capacidad instalada por fuente,Térmica no renovable,BOL,68,América Latina,Bolivia,2006,"926,24265",MW
Capacidad instalada por fuente,Nuclear,BOL,68,América Latina,Bolivia,2006,,MW
Capacidad instalada por fuente,Geotermia,BOL,68,América Latina,Bolivia,2006,,MW
Capacidad instalada por fuente,Eólica,BOL,68,América Latina,Bolivia,2006,0,MW
Capacidad instalada por fuente,Solar,BOL,68,América Latina,Bolivia,2006,0,MW
Capacidad instalada por fuente,Otros,BOL,68,América Latina,Bolivia,2006,,MW
Capacidad instalada por fuente,Térmica renovable,BOL,68,América Latina,Bolivia,2006,0,MW
Capacidad instalada por fuente,Total,BOL,68,América Latina,Bolivia,2006,"1409,5219",MW
Capacidad instalada por fuente,Hidro,BOL,68,América Latina,Bolivia,2007,"485,40325",MW
Capacidad instalada por fuente,Térmica no renovable,BOL,68,América Latina,Bolivia,2007,"987,6879",MW
Capacidad instalada por fuente,Nuclear,BOL,68,América Latina,Bolivia,2007,,MW
Capacidad instalada por fuente,Geotermia,BOL,68,América Latina,Bolivia,2007,,MW
Capacidad instalada por fuente,Eólica,BOL,68,América Latina,Bolivia,2007,0,MW
Capacidad instalada por fuente,Solar,BOL,68,América Latina,Bolivia,2007,0,MW
Capacidad instalada por fuente,Otros,BOL,68,América Latina,Bolivia,2007,,MW
Capacidad instalada por fuente,Térmica renovable,BOL,68,América Latina,Bolivia,2007,25,MW
Capacidad instalada por fuente,Total,BOL,68,América Latina,Bolivia,2007,"1498,09115",MW
Capacidad instalada por fuente,Hidro,BOL,68,América Latina,Bolivia,2008,"480,77825",MW
Capacidad instalada por fuente,Térmica no renovable,BOL,68,América Latina,Bolivia,2008,"993,5087",MW
Capacidad instalada por fuente,Nuclear,BOL,68,América Latina,Bolivia,2008,,MW
Capacidad instalada por fuente,Geotermia,BOL,68,América Latina,Bolivia,2008,,MW
Capacidad instalada por fuente,Eólica,BOL,68,América Latina,Bolivia,2008,0,MW
Capacidad instalada por fuente,Solar,BOL,68,América Latina,Bolivia,2008,0,MW
Capacidad instalada por fuente,Otros,BOL,68,América Latina,Bolivia,2008,,MW
Capacidad instalada por fuente,Térmica renovable,BOL,68,América Latina,Bolivia,2008,25,MW
Capacidad instalada por fuente,Total,BOL,68,América Latina,Bolivia,2008,"1499,28695",MW
Capacidad instalada por fuente,Hidro,BOL,68,América Latina,Bolivia,2009,"488,13925",MW
Capacidad instalada por fuente,Térmica no renovable,BOL,68,América Latina,Bolivia,2009,"1012,4198",MW
Capacidad instalada por fuente,Nuclear,BOL,68,América Latina,Bolivia,2009,,MW
Capacidad instalada por fuente,Geotermia,BOL,68,América Latina,Bolivia,2009,,MW
Capacidad instalada por fuente,Eólica,BOL,68,América Latina,Bolivia,2009,0,MW
Capacidad instalada por fuente,Solar,BOL,68,América Latina,Bolivia,2009,0,MW
Capacidad instalada por fuente,Otros,BOL,68,América Latina,Bolivia,2009,,MW
Capacidad instalada por fuente,Térmica renovable,BOL,68,América Latina,Bolivia,2009,25,MW
Capacidad instalada por fuente,Total,BOL,68,América Latina,Bolivia,2009,"1525,55905",MW
Capacidad instalada por fuente,Hidro,BOL,68,América Latina,Bolivia,2010,"488,20925",MW
Capacidad instalada por fuente,Térmica no renovable,BOL,68,América Latina,Bolivia,2010,"1121,6257",MW
Capacidad instalada por fuente,Nuclear,BOL,68,América Latina,Bolivia,2010,,MW
Capacidad instalada por fuente,Geotermia,BOL,68,América Latina,Bolivia,2010,,MW
Capacidad instalada por fuente,Eólica,BOL,68,América Latina,Bolivia,2010,0,MW
Capacidad instalada por fuente,Solar,BOL,68,América Latina,Bolivia,2010,0,MW
Capacidad instalada por fuente,Otros,BOL,68,América Latina,Bolivia,2010,,MW
Capacidad instalada por fuente,Térmica renovable,BOL,68,América Latina,Bolivia,2010,25,MW
Capacidad instalada por fuente,Total,BOL,68,América Latina,Bolivia,2010,"1634,83495",MW
Capacidad instalada por fuente,Hidro,BOL,68,América Latina,Bolivia,2011,"493,80095",MW
Capacidad instalada por fuente,Térmica no renovable,BOL,68,América Latina,Bolivia,2011,"1180,720978",MW
Capacidad instalada por fuente,Nuclear,BOL,68,América Latina,Bolivia,2011,,MW
Capacidad instalada por fuente,Geotermia,BOL,68,América Latina,Bolivia,2011,,MW
Capacidad instalada por fuente,Eólica,BOL,68,América Latina,Bolivia,2011,0,MW
Capacidad instalada por fuente,Solar,BOL,68,América Latina,Bolivia,2011,0,MW
Capacidad instalada por fuente,Otros,BOL,68,América Latina,Bolivia,2011,,MW
Capacidad instalada por fuente,Térmica renovable,BOL,68,América Latina,Bolivia,2011,25,MW
Capacidad instalada por fuente,Total,BOL,68,América Latina,Bolivia,2011,"1699,521928",MW
Capacidad instalada por fuente,Hidro,BOL,68,América Latina,Bolivia,2012,"493,77",MW
Capacidad instalada por fuente,Térmica no renovable,BOL,68,América Latina,Bolivia,2012,"1366,238",MW
Capacidad instalada por fuente,Nuclear,BOL,68,América Latina,Bolivia,2012,,MW
Capacidad instalada por fuente,Geotermia,BOL,68,América Latina,Bolivia,2012,,MW
Capacidad instalada por fuente,Eólica,BOL,68,América Latina,Bolivia,2012,0,MW
Capacidad instalada por fuente,Solar,BOL,68,América Latina,Bolivia,2012,0,MW
Capacidad instalada por fuente,Otros,BOL,68,América Latina,Bolivia,2012,,MW
Capacidad instalada por fuente,Térmica renovable,BOL,68,América Latina,Bolivia,2012,25,MW
Capacidad instalada por fuente,Total,BOL,68,América Latina,Bolivia,2012,"1885,008",MW
Capacidad instalada por fuente,Hidro,BOL,68,América Latina,Bolivia,2013,"493,21",MW
Capacidad instalada por fuente,Térmica no renovable,BOL,68,América Latina,Bolivia,2013,"1416,474",MW
Capacidad instalada por fuente,Nuclear,BOL,68,América Latina,Bolivia,2013,,MW
Capacidad instalada por fuente,Geotermia,BOL,68,América Latina,Bolivia,2013,,MW
Capacidad instalada por fuente,Eólica,BOL,68,América Latina,Bolivia,2013,0,MW
Capacidad instalada por fuente,Solar,BOL,68,América Latina,Bolivia,2013,0,MW
Capacidad instalada por fuente,Otros,BOL,68,América Latina,Bolivia,2013,,MW
Capacidad instalada por fuente,Térmica renovable,BOL,68,América Latina,Bolivia,2013,50,MW
Capacidad instalada por fuente,Total,BOL,68,América Latina,Bolivia,2013,"1959,684",MW
Capacidad instalada por fuente,Hidro,BOL,68,América Latina,Bolivia,2014,"493,76",MW
Capacidad instalada por fuente,Térmica no renovable,BOL,68,América Latina,Bolivia,2014,"1694,42",MW
Capacidad instalada por fuente,Nuclear,BOL,68,América Latina,Bolivia,2014,,MW
Capacidad instalada por fuente,Geotermia,BOL,68,América Latina,Bolivia,2014,,MW
Capacidad instalada por fuente,Eólica,BOL,68,América Latina,Bolivia,2014,3,MW
Capacidad instalada por fuente,Solar,BOL,68,América Latina,Bolivia,2014,"5,26",MW
Capacidad instalada por fuente,Otros,BOL,68,América Latina,Bolivia,2014,,MW
Capacidad instalada por fuente,Térmica renovable,BOL,68,América Latina,Bolivia,2014,60,MW
Capacidad instalada por fuente,Total,BOL,68,América Latina,Bolivia,2014,"2256,44",MW
Capacidad instalada por fuente,Hidro,BOL,68,América Latina,Bolivia,2015,"494,865",MW
Capacidad instalada por fuente,Térmica no renovable,BOL,68,América Latina,Bolivia,2015,"1804,2722",MW
Capacidad instalada por fuente,Nuclear,BOL,68,América Latina,Bolivia,2015,,MW
Capacidad instalada por fuente,Geotermia,BOL,68,América Latina,Bolivia,2015,,MW
Capacidad instalada por fuente,Eólica,BOL,68,América Latina,Bolivia,2015,3,MW
Capacidad instalada por fuente,Solar,BOL,68,América Latina,Bolivia,2015,"5,26",MW
Capacidad instalada por fuente,Otros,BOL,68,América Latina,Bolivia,2015,,MW
Capacidad instalada por fuente,Térmica renovable,BOL,68,América Latina,Bolivia,2015,"98,5",MW
Capacidad instalada por fuente,Total,BOL,68,América Latina,Bolivia,2015,"2405,8972",MW
Capacidad instalada por fuente,Hidro,BOL,68,América Latina,Bolivia,2016,"494,51",MW
Capacidad instalada por fuente,Térmica no renovable,BOL,68,América Latina,Bolivia,2016,"1795,7731",MW
Capacidad instalada por fuente,Nuclear,BOL,68,América Latina,Bolivia,2016,,MW
Capacidad instalada por fuente,Geotermia,BOL,68,América Latina,Bolivia,2016,,MW
Capacidad instalada por fuente,Eólica,BOL,68,América Latina,Bolivia,2016,27,MW
Capacidad instalada por fuente,Solar,BOL,68,América Latina,Bolivia,2016,"5,26",MW
Capacidad instalada por fuente,Otros,BOL,68,América Latina,Bolivia,2016,,MW
Capacidad instalada por fuente,Térmica renovable,BOL,68,América Latina,Bolivia,2016,"98,5",MW
Capacidad instalada por fuente,Total,BOL,68,América Latina,Bolivia,2016,"2421,0431",MW
Capacidad instalada por fuente,Hidro,BOL,68,América Latina,Bolivia,2017,"619,425",MW
Capacidad instalada por fuente,Térmica no renovable,BOL,68,América Latina,Bolivia,2017,"1842,0296",MW
Capacidad instalada por fuente,Nuclear,BOL,68,América Latina,Bolivia,2017,,MW
Capacidad instalada por fuente,Geotermia,BOL,68,América Latina,Bolivia,2017,,MW
Capacidad instalada por fuente,Eólica,BOL,68,América Latina,Bolivia,2017,27,MW
Capacidad instalada por fuente,Solar,BOL,68,América Latina,Bolivia,2017,"10,9",MW
Capacidad instalada por fuente,Otros,BOL,68,América Latina,Bolivia,2017,,MW
Capacidad instalada por fuente,Térmica renovable,BOL,68,América Latina,Bolivia,2017,86,MW
Capacidad instalada por fuente,Total,BOL,68,América Latina,Bolivia,2017,"2585,3546",MW
Capacidad instalada por fuente,Hidro,BOL,68,América Latina,Bolivia,2018,"690,225",MW
Capacidad instalada por fuente,Térmica no renovable,BOL,68,América Latina,Bolivia,2018,"1855,6525",MW
Capacidad instalada por fuente,Nuclear,BOL,68,América Latina,Bolivia,2018,,MW
Capacidad instalada por fuente,Geotermia,BOL,68,América Latina,Bolivia,2018,,MW
Capacidad instalada por fuente,Eólica,BOL,68,América Latina,Bolivia,2018,27,MW
Capacidad instalada por fuente,Solar,BOL,68,América Latina,Bolivia,2018,71,MW
Capacidad instalada por fuente,Otros,BOL,68,América Latina,Bolivia,2018,,MW
Capacidad instalada por fuente,Térmica renovable,BOL,68,América Latina,Bolivia,2018,"127,5",MW
Capacidad instalada por fuente,Total,BOL,68,América Latina,Bolivia,2018,"2771,3775",MW
Capacidad instalada por fuente,Hidro,BOL,68,América Latina,Bolivia,2019,"759,225",MW
Capacidad instalada por fuente,Térmica no renovable,BOL,68,América Latina,Bolivia,2019,"2669,6207",MW
Capacidad instalada por fuente,Nuclear,BOL,68,América Latina,Bolivia,2019,,MW
Capacidad instalada por fuente,Geotermia,BOL,68,América Latina,Bolivia,2019,,MW
Capacidad instalada por fuente,Eólica,BOL,68,América Latina,Bolivia,2019,27,MW
Capacidad instalada por fuente,Solar,BOL,68,América Latina,Bolivia,2019,121,MW
Capacidad instalada por fuente,Otros,BOL,68,América Latina,Bolivia,2019,,MW
Capacidad instalada por fuente,Térmica renovable,BOL,68,América Latina,Bolivia,2019,"127,5",MW
Capacidad instalada por fuente,Total,BOL,68,América Latina,Bolivia,2019,"3704,3457",MW
Capacidad instalada por fuente,Hidro,BOL,68,América Latina,Bolivia,2020,"759,225",MW
Capacidad instalada por fuente,Térmica no renovable,BOL,68,América Latina,Bolivia,2020,"2677,1287",MW
Capacidad instalada por fuente,Nuclear,BOL,68,América Latina,Bolivia,2020,,MW
Capacidad instalada por fuente,Geotermia,BOL,68,América Latina,Bolivia,2020,,MW
Capacidad instalada por fuente,Eólica,BOL,68,América Latina,Bolivia,2020,27,MW
Capacidad instalada por fuente,Solar,BOL,68,América Latina,Bolivia,2020,"121,7371",MW
Capacidad instalada por fuente,Otros,BOL,68,América Latina,Bolivia,2020,,MW
Capacidad instalada por fuente,Térmica renovable,BOL,68,América Latina,Bolivia,2020,"127,5",MW
Capacidad instalada por fuente,Total,BOL,68,América Latina,Bolivia,2020,"3712,5908",MW
Capacidad instalada por fuente,Hidro,BOL,68,América Latina,Bolivia,2021,"759,175",MW
Capacidad instalada por fuente,Térmica no renovable,BOL,68,América Latina,Bolivia,2021,"2923,7319",MW
Capacidad instalada por fuente,Nuclear,BOL,68,América Latina,Bolivia,2021,,MW
Capacidad instalada por fuente,Geotermia,BOL,68,América Latina,Bolivia,2021,,MW
Capacidad instalada por fuente,Eólica,BOL,68,América Latina,Bolivia,2021,"129,2",MW
Capacidad instalada por fuente,Solar,BOL,68,América Latina,Bolivia,2021,"171,7071",MW
Capacidad instalada por fuente,Otros,BOL,68,América Latina,Bolivia,2021,,MW
Capacidad instalada por fuente,Térmica renovable,BOL,68,América Latina,Bolivia,2021,"152,5",MW
Capacidad instalada por fuente,Total,BOL,68,América Latina,Bolivia,2021,"4136,314",MW
Capacidad instalada por fuente,Hidro,BRA,76,América Latina,Brasil,2000,61063,MW
Capacidad instalada por fuente,Térmica no renovable,BRA,76,América Latina,Brasil,2000,"8778,248446",MW
Capacidad instalada por fuente,Nuclear,BRA,76,América Latina,Brasil,2000,1966,MW
Capacidad instalada por fuente,Geotermia,BRA,76,América Latina,Brasil,2000,,MW
Capacidad instalada por fuente,Eólica,BRA,76,América Latina,Brasil,2000,"19,025",MW
Capacidad instalada por fuente,Solar,BRA,76,América Latina,Brasil,2000,0,MW
Capacidad instalada por fuente,Otros,BRA,76,América Latina,Brasil,2000,,MW
Capacidad instalada por fuente,Térmica renovable,BRA,76,América Latina,Brasil,2000,"1844,751554",MW
Capacidad instalada por fuente,Total,BRA,76,América Latina,Brasil,2000,"73671,025",MW
Capacidad instalada por fuente,Hidro,BRA,76,América Latina,Brasil,2001,62409,MW
Capacidad instalada por fuente,Térmica no renovable,BRA,76,América Latina,Brasil,2001,"8500,317044",MW
Capacidad instalada por fuente,Nuclear,BRA,76,América Latina,Brasil,2001,1966,MW
Capacidad instalada por fuente,Geotermia,BRA,76,América Latina,Brasil,2001,,MW
Capacidad instalada por fuente,Eólica,BRA,76,América Latina,Brasil,2001,21,MW
Capacidad instalada por fuente,Solar,BRA,76,América Latina,Brasil,2001,0,MW
Capacidad instalada por fuente,Otros,BRA,76,América Latina,Brasil,2001,,MW
Capacidad instalada por fuente,Térmica renovable,BRA,76,América Latina,Brasil,2001,"1980,682956",MW
Capacidad instalada por fuente,Total,BRA,76,América Latina,Brasil,2001,74877,MW
Capacidad instalada por fuente,Hidro,BRA,76,América Latina,Brasil,2002,"64473,5",MW
Capacidad instalada por fuente,Térmica no renovable,BRA,76,América Latina,Brasil,2002,"11419,96489",MW
Capacidad instalada por fuente,Nuclear,BRA,76,América Latina,Brasil,2002,2007,MW
Capacidad instalada por fuente,Geotermia,BRA,76,América Latina,Brasil,2002,,MW
Capacidad instalada por fuente,Eólica,BRA,76,América Latina,Brasil,2002,22,MW
Capacidad instalada por fuente,Solar,BRA,76,América Latina,Brasil,2002,0,MW
Capacidad instalada por fuente,Otros,BRA,76,América Latina,Brasil,2002,,MW
Capacidad instalada por fuente,Térmica renovable,BRA,76,América Latina,Brasil,2002,"2392,635114",MW
Capacidad instalada por fuente,Total,BRA,76,América Latina,Brasil,2002,"80315,1",MW
Capacidad instalada por fuente,Hidro,BRA,76,América Latina,Brasil,2003,67698,MW
Capacidad instalada por fuente,Térmica no renovable,BRA,76,América Latina,Brasil,2003,"13230,10128",MW
Capacidad instalada por fuente,Nuclear,BRA,76,América Latina,Brasil,2003,2007,MW
Capacidad instalada por fuente,Geotermia,BRA,76,América Latina,Brasil,2003,,MW
Capacidad instalada por fuente,Eólica,BRA,76,América Latina,Brasil,2003,22,MW
Capacidad instalada por fuente,Solar,BRA,76,América Latina,Brasil,2003,0,MW
Capacidad instalada por fuente,Otros,BRA,76,América Latina,Brasil,2003,,MW
Capacidad instalada por fuente,Térmica renovable,BRA,76,América Latina,Brasil,2003,"2899,898718",MW
Capacidad instalada por fuente,Total,BRA,76,América Latina,Brasil,2003,85857,MW
Capacidad instalada por fuente,Hidro,BRA,76,América Latina,Brasil,2004,"69087,5",MW
Capacidad instalada por fuente,Térmica no renovable,BRA,76,América Latina,Brasil,2004,"16332,90913",MW
Capacidad instalada por fuente,Nuclear,BRA,76,América Latina,Brasil,2004,2007,MW
Capacidad instalada por fuente,Geotermia,BRA,76,América Latina,Brasil,2004,,MW
Capacidad instalada por fuente,Eólica,BRA,76,América Latina,Brasil,2004,29,MW
Capacidad instalada por fuente,Solar,BRA,76,América Latina,Brasil,2004,0,MW
Capacidad instalada por fuente,Otros,BRA,76,América Latina,Brasil,2004,,MW
Capacidad instalada por fuente,Térmica renovable,BRA,76,América Latina,Brasil,2004,"3222,69087",MW
Capacidad instalada por fuente,Total,BRA,76,América Latina,Brasil,2004,"90679,1",MW
Capacidad instalada por fuente,Hidro,BRA,76,América Latina,Brasil,2005,"71059,1",MW
Capacidad instalada por fuente,Térmica no renovable,BRA,76,América Latina,Brasil,2005,"16431,61608",MW
Capacidad instalada por fuente,Nuclear,BRA,76,América Latina,Brasil,2005,2007,MW
Capacidad instalada por fuente,Geotermia,BRA,76,América Latina,Brasil,2005,,MW
Capacidad instalada por fuente,Eólica,BRA,76,América Latina,Brasil,2005,29,MW
Capacidad instalada por fuente,Solar,BRA,76,América Latina,Brasil,2005,0,MW
Capacidad instalada por fuente,Otros,BRA,76,América Latina,Brasil,2005,,MW
Capacidad instalada por fuente,Térmica renovable,BRA,76,América Latina,Brasil,2005,"3338,383921",MW
Capacidad instalada por fuente,Total,BRA,76,América Latina,Brasil,2005,"92865,1",MW
Capacidad instalada por fuente,Hidro,BRA,76,América Latina,Brasil,2006,73678,MW
Capacidad instalada por fuente,Térmica no renovable,BRA,76,América Latina,Brasil,2006,"16669,6448",MW
Capacidad instalada por fuente,Nuclear,BRA,76,América Latina,Brasil,2006,2007,MW
Capacidad instalada por fuente,Geotermia,BRA,76,América Latina,Brasil,2006,,MW
Capacidad instalada por fuente,Eólica,BRA,76,América Latina,Brasil,2006,237,MW
Capacidad instalada por fuente,Solar,BRA,76,América Latina,Brasil,2006,0,MW
Capacidad instalada por fuente,Otros,BRA,76,América Latina,Brasil,2006,,MW
Capacidad instalada por fuente,Térmica renovable,BRA,76,América Latina,Brasil,2006,"3702,355201",MW
Capacidad instalada por fuente,Total,BRA,76,América Latina,Brasil,2006,96294,MW
Capacidad instalada por fuente,Hidro,BRA,76,América Latina,Brasil,2007,76869,MW
Capacidad instalada por fuente,Térmica no renovable,BRA,76,América Latina,Brasil,2007,"17125,80312",MW
Capacidad instalada por fuente,Nuclear,BRA,76,América Latina,Brasil,2007,2007,MW
Capacidad instalada por fuente,Geotermia,BRA,76,América Latina,Brasil,2007,,MW
Capacidad instalada por fuente,Eólica,BRA,76,América Latina,Brasil,2007,247,MW
Capacidad instalada por fuente,Solar,BRA,76,América Latina,Brasil,2007,0,MW
Capacidad instalada por fuente,Otros,BRA,76,América Latina,Brasil,2007,,MW
Capacidad instalada por fuente,Térmica renovable,BRA,76,América Latina,Brasil,2007,"4103,189",MW
Capacidad instalada por fuente,Total,BRA,76,América Latina,Brasil,2007,"100351,9921",MW
Capacidad instalada por fuente,Hidro,BRA,76,América Latina,Brasil,2008,77545,MW
Capacidad instalada por fuente,Térmica no renovable,BRA,76,América Latina,Brasil,2008,"17944,85482",MW
Capacidad instalada por fuente,Nuclear,BRA,76,América Latina,Brasil,2008,2007,MW
Capacidad instalada por fuente,Geotermia,BRA,76,América Latina,Brasil,2008,,MW
Capacidad instalada por fuente,Eólica,BRA,76,América Latina,Brasil,2008,398,MW
Capacidad instalada por fuente,Solar,BRA,76,América Latina,Brasil,2008,0,MW
Capacidad instalada por fuente,Otros,BRA,76,América Latina,Brasil,2008,,MW
Capacidad instalada por fuente,Térmica renovable,BRA,76,América Latina,Brasil,2008,"5054,145185",MW
Capacidad instalada por fuente,Total,BRA,76,América Latina,Brasil,2008,102949,MW
Capacidad instalada por fuente,Hidro,BRA,76,América Latina,Brasil,2009,78610,MW
Capacidad instalada por fuente,Térmica no renovable,BRA,76,América Latina,Brasil,2009,"17632,72357",MW
Capacidad instalada por fuente,Nuclear,BRA,76,América Latina,Brasil,2009,2007,MW
Capacidad instalada por fuente,Geotermia,BRA,76,América Latina,Brasil,2009,,MW
Capacidad instalada por fuente,Eólica,BRA,76,América Latina,Brasil,2009,602,MW
Capacidad instalada por fuente,Solar,BRA,76,América Latina,Brasil,2009,0,MW
Capacidad instalada por fuente,Otros,BRA,76,América Latina,Brasil,2009,,MW
Capacidad instalada por fuente,Térmica renovable,BRA,76,América Latina,Brasil,2009,"5717,276434",MW
Capacidad instalada por fuente,Total,BRA,76,América Latina,Brasil,2009,104569,MW
Capacidad instalada por fuente,Hidro,BRA,76,América Latina,Brasil,2010,"80703,11765",MW
Capacidad instalada por fuente,Térmica no renovable,BRA,76,América Latina,Brasil,2010,"21761,75344",MW
Capacidad instalada por fuente,Nuclear,BRA,76,América Latina,Brasil,2010,2007,MW
Capacidad instalada por fuente,Geotermia,BRA,76,América Latina,Brasil,2010,,MW
Capacidad instalada por fuente,Eólica,BRA,76,América Latina,Brasil,2010,"926,8862",MW
Capacidad instalada por fuente,Solar,BRA,76,América Latina,Brasil,2010,1,MW
Capacidad instalada por fuente,Otros,BRA,76,América Latina,Brasil,2010,,MW
Capacidad instalada por fuente,Térmica renovable,BRA,76,América Latina,Brasil,2010,"7927,186",MW
Capacidad instalada por fuente,Total,BRA,76,América Latina,Brasil,2010,"113326,9433",MW
Capacidad instalada por fuente,Hidro,BRA,76,América Latina,Brasil,2011,82459,MW
Capacidad instalada por fuente,Térmica no renovable,BRA,76,América Latina,Brasil,2011,"22214,73405",MW
Capacidad instalada por fuente,Nuclear,BRA,76,América Latina,Brasil,2011,2007,MW
Capacidad instalada por fuente,Geotermia,BRA,76,América Latina,Brasil,2011,,MW
Capacidad instalada por fuente,Eólica,BRA,76,América Latina,Brasil,2011,"1425,6",MW
Capacidad instalada por fuente,Solar,BRA,76,América Latina,Brasil,2011,1,MW
Capacidad instalada por fuente,Otros,BRA,76,América Latina,Brasil,2011,,MW
Capacidad instalada por fuente,Térmica renovable,BRA,76,América Latina,Brasil,2011,"9027,765948",MW
Capacidad instalada por fuente,Total,BRA,76,América Latina,Brasil,2011,"117135,1",MW
Capacidad instalada por fuente,Hidro,BRA,76,América Latina,Brasil,2012,84294,MW
Capacidad instalada por fuente,Térmica no renovable,BRA,76,América Latina,Brasil,2012,"22855,03974",MW
Capacidad instalada por fuente,Nuclear,BRA,76,América Latina,Brasil,2012,2007,MW
Capacidad instalada por fuente,Geotermia,BRA,76,América Latina,Brasil,2012,,MW
Capacidad instalada por fuente,Eólica,BRA,76,América Latina,Brasil,2012,1894,MW
Capacidad instalada por fuente,Solar,BRA,76,América Latina,Brasil,2012,2,MW
Capacidad instalada por fuente,Otros,BRA,76,América Latina,Brasil,2012,,MW
Capacidad instalada por fuente,Térmica renovable,BRA,76,América Latina,Brasil,2012,"9922,960261",MW
Capacidad instalada por fuente,Total,BRA,76,América Latina,Brasil,2012,120975,MW
Capacidad instalada por fuente,Hidro,BRA,76,América Latina,Brasil,2013,86018,MW
Capacidad instalada por fuente,Térmica no renovable,BRA,76,América Latina,Brasil,2013,"24926,72751",MW
Capacidad instalada por fuente,Nuclear,BRA,76,América Latina,Brasil,2013,1990,MW
Capacidad instalada por fuente,Geotermia,BRA,76,América Latina,Brasil,2013,,MW
Capacidad instalada por fuente,Eólica,BRA,76,América Latina,Brasil,2013,2202,MW
Capacidad instalada por fuente,Solar,BRA,76,América Latina,Brasil,2013,5,MW
Capacidad instalada por fuente,Otros,BRA,76,América Latina,Brasil,2013,,MW
Capacidad instalada por fuente,Térmica renovable,BRA,76,América Latina,Brasil,2013,"11601,27249",MW
