"Indicador","Fuente"," ISO Alfa3","ISO  N","Codigo","País","Año","Valor","Unidad"
"Generación eléctrica por fuente","Hidro","DOM","214","América Latina","República Dominicana","2016","1501","GWh"
"Generación eléctrica por fuente","Térmica no renovable","DOM","214","América Latina","República Dominicana","2016","13956","GWh"
"Generación eléctrica por fuente","Nuclear","DOM","214","América Latina","República Dominicana","2016","","GWh"
"Generación eléctrica por fuente","Geotermia","DOM","214","América Latina","República Dominicana","2016","","GWh"
"Generación eléctrica por fuente","Eólica","DOM","214","América Latina","República Dominicana","2016","313","GWh"
"Generación eléctrica por fuente","Solar","DOM","214","América Latina","República Dominicana","2016","23","GWh"
"Generación eléctrica por fuente","Otros","DOM","214","América Latina","República Dominicana","2016","","GWh"
"Generación eléctrica por fuente","Térmica renovable","DOM","214","América Latina","República Dominicana","2016","","GWh"
"Generación eléctrica por fuente","Total","DOM","214","América Latina","República Dominicana","2016","15793","GWh"
"Generación eléctrica por fuente","Hidro","DOM","214","América Latina","República Dominicana","2017","2176","GWh"
"Generación eléctrica por fuente","Térmica no renovable","DOM","214","América Latina","República Dominicana","2017","13588.96","GWh"
"Generación eléctrica por fuente","Nuclear","DOM","214","América Latina","República Dominicana","2017","","GWh"
"Generación eléctrica por fuente","Geotermia","DOM","214","América Latina","República Dominicana","2017","","GWh"
"Generación eléctrica por fuente","Eólica","DOM","214","América Latina","República Dominicana","2017","378","GWh"
"Generación eléctrica por fuente","Solar","DOM","214","América Latina","República Dominicana","2017","47","GWh"
"Generación eléctrica por fuente","Otros","DOM","214","América Latina","República Dominicana","2017","","GWh"
"Generación eléctrica por fuente","Térmica renovable","DOM","214","América Latina","República Dominicana","2017","137.04","GWh"
"Generación eléctrica por fuente","Total","DOM","214","América Latina","República Dominicana","2017","16327","GWh"
"Generación eléctrica por fuente","Hidro","DOM","214","América Latina","República Dominicana","2018","1761","GWh"
"Generación eléctrica por fuente","Térmica no renovable","DOM","214","América Latina","República Dominicana","2018","14237.31","GWh"
"Generación eléctrica por fuente","Nuclear","DOM","214","América Latina","República Dominicana","2018","","GWh"
"Generación eléctrica por fuente","Geotermia","DOM","214","América Latina","República Dominicana","2018","","GWh"
"Generación eléctrica por fuente","Eólica","DOM","214","América Latina","República Dominicana","2018","481","GWh"
"Generación eléctrica por fuente","Solar","DOM","214","América Latina","República Dominicana","2018","82","GWh"
"Generación eléctrica por fuente","Otros","DOM","214","América Latina","República Dominicana","2018","","GWh"
"Generación eléctrica por fuente","Térmica renovable","DOM","214","América Latina","República Dominicana","2018","201.69","GWh"
"Generación eléctrica por fuente","Total","DOM","214","América Latina","República Dominicana","2018","16763","GWh"
"Generación eléctrica por fuente","Hidro","DOM","214","América Latina","República Dominicana","2019","1025.13","GWh"
"Generación eléctrica por fuente","Térmica no renovable","DOM","214","América Latina","República Dominicana","2019","16256.8","GWh"
"Generación eléctrica por fuente","Nuclear","DOM","214","América Latina","República Dominicana","2019","","GWh"
"Generación eléctrica por fuente","Geotermia","DOM","214","América Latina","República Dominicana","2019","","GWh"
"Generación eléctrica por fuente","Eólica","DOM","214","América Latina","República Dominicana","2019","789","GWh"
"Generación eléctrica por fuente","Solar","DOM","214","América Latina","República Dominicana","2019","159.6","GWh"
"Generación eléctrica por fuente","Otros","DOM","214","América Latina","República Dominicana","2019","","GWh"
"Generación eléctrica por fuente","Térmica renovable","DOM","214","América Latina","República Dominicana","2019","206.5","GWh"
"Generación eléctrica por fuente","Total","DOM","214","América Latina","República Dominicana","2019","18437.03","GWh"
"Generación eléctrica por fuente","Hidro","DOM","214","América Latina","República Dominicana","2020","1245","GWh"
"Generación eléctrica por fuente","Térmica no renovable","DOM","214","América Latina","República Dominicana","2020","15776.303","GWh"
"Generación eléctrica por fuente","Nuclear","DOM","214","América Latina","República Dominicana","2020","","GWh"
"Generación eléctrica por fuente","Geotermia","DOM","214","América Latina","República Dominicana","2020","","GWh"
"Generación eléctrica por fuente","Eólica","DOM","214","América Latina","República Dominicana","2020","1139","GWh"
"Generación eléctrica por fuente","Solar","DOM","214","América Latina","República Dominicana","2020","305","GWh"
"Generación eléctrica por fuente","Otros","DOM","214","América Latina","República Dominicana","2020","","GWh"
"Generación eléctrica por fuente","Térmica renovable","DOM","214","América Latina","República Dominicana","2020","167.697","GWh"
"Generación eléctrica por fuente","Total","DOM","214","América Latina","República Dominicana","2020","18633","GWh"
"Generación eléctrica por fuente","Hidro","DOM","214","América Latina","República Dominicana","2021","1496","GWh"
"Generación eléctrica por fuente","Térmica no renovable","DOM","214","América Latina","República Dominicana","2021","18018.0098","GWh"
"Generación eléctrica por fuente","Nuclear","DOM","214","América Latina","República Dominicana","2021","","GWh"
"Generación eléctrica por fuente","Geotermia","DOM","214","América Latina","República Dominicana","2021","","GWh"
"Generación eléctrica por fuente","Eólica","DOM","214","América Latina","República Dominicana","2021","1231","GWh"
"Generación eléctrica por fuente","Solar","DOM","214","América Latina","República Dominicana","2021","486","GWh"
"Generación eléctrica por fuente","Otros","DOM","214","América Latina","República Dominicana","2021","","GWh"
"Generación eléctrica por fuente","Térmica renovable","DOM","214","América Latina","República Dominicana","2021","223.9902","GWh"
"Generación eléctrica por fuente","Total","DOM","214","América Latina","República Dominicana","2021","21455","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Suriname","2000","494.29021008231","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Suriname","2000","677.74522991769","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Suriname","2000","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Suriname","2000","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Suriname","2000","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Suriname","2000","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Suriname","2000","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Suriname","2000","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Suriname","2000","1172.03544","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Suriname","2001","520.97488323127","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Suriname","2001","714.33387676873","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Suriname","2001","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Suriname","2001","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Suriname","2001","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Suriname","2001","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Suriname","2001","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Suriname","2001","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Suriname","2001","1235.30876","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Suriname","2002","568.5304010868","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Suriname","2002","779.5395489132","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Suriname","2002","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Suriname","2002","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Suriname","2002","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Suriname","2002","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Suriname","2002","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Suriname","2002","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Suriname","2002","1348.06995","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Suriname","2003","560.48188332529","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Suriname","2003","768.50383667471","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Suriname","2003","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Suriname","2003","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Suriname","2003","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Suriname","2003","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Suriname","2003","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Suriname","2003","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Suriname","2003","1328.98572","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Suriname","2004","593.53637626704","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Suriname","2004","813.82645173296","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Suriname","2004","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Suriname","2004","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Suriname","2004","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Suriname","2004","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Suriname","2004","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Suriname","2004","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Suriname","2004","1407.362828","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Suriname","2005","640","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Suriname","2005","877.534975","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Suriname","2005","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Suriname","2005","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Suriname","2005","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Suriname","2005","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Suriname","2005","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Suriname","2005","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Suriname","2005","1517.534975","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Suriname","2006","753.7","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Suriname","2006","780.044166","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Suriname","2006","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Suriname","2006","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Suriname","2006","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Suriname","2006","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Suriname","2006","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Suriname","2006","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Suriname","2006","1533.744166","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Suriname","2007","890.6","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Suriname","2007","664.58616","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Suriname","2007","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Suriname","2007","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Suriname","2007","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Suriname","2007","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Suriname","2007","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Suriname","2007","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Suriname","2007","1555.18616","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Suriname","2008","1000","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Suriname","2008","723.222495","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Suriname","2008","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Suriname","2008","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Suriname","2008","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Suriname","2008","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Suriname","2008","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Suriname","2008","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Suriname","2008","1723.222495","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Suriname","2009","1175.89","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Suriname","2009","564.253598","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Suriname","2009","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Suriname","2009","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Suriname","2009","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Suriname","2009","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Suriname","2009","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Suriname","2009","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Suriname","2009","1740.143598","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Suriname","2010","1065","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Suriname","2010","658.53628","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Suriname","2010","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Suriname","2010","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Suriname","2010","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Suriname","2010","0.22","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Suriname","2010","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Suriname","2010","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Suriname","2010","1723.75628","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Suriname","2011","1368.37","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Suriname","2011","582.144","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Suriname","2011","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Suriname","2011","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Suriname","2011","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Suriname","2011","0.39","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Suriname","2011","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Suriname","2011","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Suriname","2011","1950.904","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Suriname","2012","1111.97","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Suriname","2012","859.517776","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Suriname","2012","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Suriname","2012","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Suriname","2012","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Suriname","2012","0.93","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Suriname","2012","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Suriname","2012","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Suriname","2012","1972.417776","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Suriname","2013","837.37","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Suriname","2013","1379.0956901212","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Suriname","2013","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Suriname","2013","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Suriname","2013","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Suriname","2013","1.32","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Suriname","2013","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Suriname","2013","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Suriname","2013","2217.7856901212","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Suriname","2014","559","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Suriname","2014","1615.297","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Suriname","2014","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Suriname","2014","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Suriname","2014","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Suriname","2014","5.2","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Suriname","2014","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Suriname","2014","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Suriname","2014","2179.497","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Suriname","2015","472.08","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Suriname","2015","1770.395","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Suriname","2015","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Suriname","2015","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Suriname","2015","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Suriname","2015","8.75","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Suriname","2015","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Suriname","2015","6.45","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Suriname","2015","2257.675","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Suriname","2016","782.88","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Suriname","2016","1420.7699993942","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Suriname","2016","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Suriname","2016","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Suriname","2016","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Suriname","2016","9.11","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Suriname","2016","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Suriname","2016","6.45","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Suriname","2016","2219.2099993942","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Suriname","2017","925.66","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Suriname","2017","1306.2190539908","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Suriname","2017","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Suriname","2017","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Suriname","2017","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Suriname","2017","10.12","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Suriname","2017","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Suriname","2017","6.45","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Suriname","2017","2248.4490539908","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Suriname","2018","999.66","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Suriname","2018","1269.9462102528","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Suriname","2018","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Suriname","2018","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Suriname","2018","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Suriname","2018","11.57","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Suriname","2018","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Suriname","2018","6.45","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Suriname","2018","2287.6262102528","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Suriname","2019","952.44","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Suriname","2019","1356.2559924208","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Suriname","2019","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Suriname","2019","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Suriname","2019","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Suriname","2019","12.34","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Suriname","2019","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Suriname","2019","6.45","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Suriname","2019","2327.4859924208","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Suriname","2020","952.44","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Suriname","2020","1396.3502946234","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Suriname","2020","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Suriname","2020","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Suriname","2020","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Suriname","2020","12.8","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Suriname","2020","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Suriname","2020","6.45","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Suriname","2020","2368.0402946234","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Suriname","2021","952.44","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Suriname","2021","1437.6112182332","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Suriname","2021","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Suriname","2021","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Suriname","2021","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Suriname","2021","12.8","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Suriname","2021","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Suriname","2021","6.45","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Suriname","2021","2409.3012182332","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Trinidad & Tobago","2000","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Trinidad & Tobago","2000","5414.2","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Trinidad & Tobago","2000","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Trinidad & Tobago","2000","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Trinidad & Tobago","2000","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Trinidad & Tobago","2000","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Trinidad & Tobago","2000","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Trinidad & Tobago","2000","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Trinidad & Tobago","2000","5414.2","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Trinidad & Tobago","2001","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Trinidad & Tobago","2001","5596.9","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Trinidad & Tobago","2001","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Trinidad & Tobago","2001","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Trinidad & Tobago","2001","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Trinidad & Tobago","2001","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Trinidad & Tobago","2001","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Trinidad & Tobago","2001","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Trinidad & Tobago","2001","5596.9","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Trinidad & Tobago","2002","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Trinidad & Tobago","2002","6113.7","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Trinidad & Tobago","2002","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Trinidad & Tobago","2002","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Trinidad & Tobago","2002","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Trinidad & Tobago","2002","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Trinidad & Tobago","2002","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Trinidad & Tobago","2002","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Trinidad & Tobago","2002","6113.7","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Trinidad & Tobago","2003","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Trinidad & Tobago","2003","6399.8","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Trinidad & Tobago","2003","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Trinidad & Tobago","2003","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Trinidad & Tobago","2003","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Trinidad & Tobago","2003","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Trinidad & Tobago","2003","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Trinidad & Tobago","2003","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Trinidad & Tobago","2003","6399.8","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Trinidad & Tobago","2004","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Trinidad & Tobago","2004","6692.2","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Trinidad & Tobago","2004","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Trinidad & Tobago","2004","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Trinidad & Tobago","2004","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Trinidad & Tobago","2004","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Trinidad & Tobago","2004","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Trinidad & Tobago","2004","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Trinidad & Tobago","2004","6692.2","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Trinidad & Tobago","2005","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Trinidad & Tobago","2005","7022","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe ","Trinidad & Tobago","2005","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe ","Trinidad & Tobago","2005","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe ","Trinidad & Tobago","2005","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe ","Trinidad & Tobago","2005","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe ","Trinidad & Tobago","2005","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe ","Trinidad & Tobago","2005","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe ","Trinidad & Tobago","2005","7022","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe ","Trinidad & Tobago","2006","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe ","Trinidad & Tobago","2006","7190.4","GWh"
